Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
233020,"Fournaise, Piton de la",22343,Confirmed Eruption,NULL,NULL,NULL,NULL,2020.0,NULL,2.0,NULL,10.0,NULL,Historical Observations,NULL,2020.0,NULL,2.0,NULL,16.0,NULL,-21.244,55.708
345020,Rincon de la Vieja,22346,Confirmed Eruption,NULL,NULL,NULL,NULL,2020.0,NULL,1.0,NULL,31.0,NULL,Historical Observations,NULL,2020.0,NULL,1.0,NULL,31.0,NULL,10.83,-85.324
353010,Fernandina,22347,Confirmed Eruption,NULL,NULL,NULL,NULL,2020.0,NULL,1.0,NULL,12.0,NULL,Historical Observations,NULL,2020.0,NULL,1.0,NULL,12.0,NULL,-0.37,-91.55
273070,Taal,22344,Confirmed Eruption,NULL,NULL,NULL,NULL,2020.0,NULL,1.0,NULL,12.0,NULL,Historical Observations,NULL,2020.0,NULL,1.0,NULL,22.0,NULL,14.002,120.993
282050,Kuchinoerabujima,22345,Confirmed Eruption,NULL,NULL,NULL,NULL,2020.0,NULL,1.0,NULL,11.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,13.0,NULL,30.443,130.217
241040,White Island,22338,Confirmed Eruption,1978/90 Crater Complex,2.0,NULL,NULL,2019.0,NULL,12.0,NULL,9.0,NULL,Historical Observations,NULL,2019.0,NULL,12.0,NULL,9.0,NULL,-37.52,177.18
311060,Semisopochnoi,22341,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,12.0,NULL,7.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,16.0,NULL,51.93,179.58
284096,Nishinoshima,22340,Confirmed Eruption,NULL,1.0,NULL,NULL,2019.0,NULL,12.0,NULL,5.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,15.0,NULL,27.247,140.874
311240,Cleveland,22342,Uncertain Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,11.0,NULL,7.0,NULL,Historical Observations,NULL,2019.0,NULL,12.0,?,7.0,NULL,52.825,-169.944
282060,Kikai,22339,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,11.0,NULL,2.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,11.0,NULL,30.793,130.305
300260,Klyuchevskoy,22335,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,10.0,NULL,24.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,19.0,NULL,56.056,160.642
243070,Lateiki,22334,Confirmed Eruption,NULL,1.0,NULL,NULL,2019.0,NULL,10.0,NULL,13.0,NULL,Historical Observations,NULL,2019.0,NULL,10.0,NULL,22.0,NULL,-19.18,-174.87
283110,Asamayama,22326,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,8.0,NULL,7.0,NULL,Historical Observations,NULL,2019.0,NULL,8.0,NULL,25.0,NULL,36.406,138.523
357090,Copahue,22336,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,8.0,NULL,2.0,NULL,Historical Observations,NULL,2019.0,NULL,11.0,?,12.0,NULL,-37.856,-71.183
263090,Tangkuban Parahu,22325,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,7.0,NULL,26.0,NULL,Historical Observations,NULL,2019.0,NULL,9.0,NULL,17.0,NULL,-6.77,107.6
311360,Shishaldin,22330,Confirmed Eruption,Summit crater,NULL,NULL,NULL,2019.0,NULL,7.0,NULL,23.0,NULL,Historical Observations,NULL,2020.0,NULL,1.0,NULL,28.0,NULL,54.756,-163.97
351020,"Ruiz, Nevado del",22329,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,7.0,NULL,23.0,NULL,Historical Observations,NULL,2019.0,NULL,10.0,NULL,4.0,NULL,4.892,-75.324
311060,Semisopochnoi,22328,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,7.0,NULL,16.0,NULL,Historical Observations,NULL,2019.0,NULL,8.0,NULL,24.0,NULL,51.93,179.58
252120,Ulawun,22319,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,6.0,NULL,26.0,NULL,Historical Observations,NULL,2019.0,NULL,10.0,NULL,5.0,NULL,-5.05,151.33
354020,Ubinas,22324,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,6.0,NULL,24.0,NULL,Historical Observations,NULL,2019.0,NULL,12.0,NULL,24.0,7.0,-16.355,-70.903
290250,Raikoke,22321,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,6.0,NULL,22.0,NULL,Historical Observations,NULL,2019.0,NULL,7.0,NULL,1.0,NULL,48.292,153.25
233020,"Fournaise, Piton de la",22318,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,6.0,NULL,11.0,NULL,Historical Observations,NULL,2019.0,NULL,10.0,NULL,27.0,NULL,-21.244,55.708
311120,Great Sitkin,22322,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,6.0,NULL,1.0,NULL,Historical Observations,NULL,2019.0,NULL,6.0,NULL,7.0,NULL,52.076,-176.13
290240,Sarychev Peak,22320,Confirmed Eruption,NULL,2.0,NULL,NULL,2019.0,NULL,5.0,NULL,16.0,NULL,Historical Observations,NULL,2019.0,NULL,10.0,NULL,7.0,NULL,48.092,153.2
341040,Colima,22323,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,5.0,NULL,11.0,NULL,Historical Observations,NULL,2019.0,NULL,7.0,NULL,12.0,NULL,19.514,-103.62
282110,Asosan,22317,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,4.0,NULL,16.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,17.0,NULL,32.884,131.104
300260,Klyuchevskoy,22310,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,4.0,NULL,9.0,NULL,Historical Observations,NULL,2019.0,NULL,7.0,NULL,2.0,NULL,56.056,160.642
352090,Sangay,22312,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,3.0,NULL,26.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,19.0,NULL,-2.005,-78.341
344020,San Cristobal,22311,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,3.0,NULL,4.0,NULL,Historical Observations,NULL,2019.0,NULL,3.0,NULL,4.0,NULL,12.702,-87.004
233020,"Fournaise, Piton de la",22307,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,2.0,NULL,18.0,NULL,Historical Observations,NULL,2019.0,NULL,3.0,NULL,10.0,NULL,-21.244,55.708
263310,Tengger Caldera,22306,Confirmed Eruption,Bromo,2.0,NULL,NULL,2019.0,NULL,2.0,NULL,18.0,NULL,Historical Observations,NULL,2019.0,NULL,7.0,NULL,28.0,NULL,-7.942,112.95
300130,Karymsky,22309,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,2.0,NULL,16.0,NULL,Historical Observations,NULL,2019.0,NULL,9.0,NULL,24.0,NULL,54.049,159.443
345040,Poas,22303,Confirmed Eruption,NULL,NULL,NULL,NULL,2019.0,NULL,2.0,NULL,7.0,NULL,Historical Observations,NULL,2019.0,NULL,9.0,NULL,30.0,NULL,10.2,-84.233
261080,Sinabung,22316,Confirmed Eruption,NULL,NULL,NULL,?,2019.0,NULL,2.0,NULL,6.0,NULL,Historical Observations,NULL,2019.0,NULL,6.0,NULL,9.0,NULL,3.17,98.392
256010,Tinakula,22313,Confirmed Eruption,NULL,2.0,NULL,<,2018.0,NULL,12.0,NULL,8.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,18.0,NULL,-10.386,165.804
267020,Karangetang,22294,Confirmed Eruption,NULL,2.0,NULL,NULL,2018.0,NULL,11.0,NULL,25.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,19.0,NULL,2.781,125.407
357040,Planchon-Peteroa,22297,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,11.0,NULL,7.0,NULL,Historical Observations,NULL,2019.0,NULL,5.0,NULL,7.0,1.0,-35.223,-70.568
351020,"Ruiz, Nevado del",22298,Uncertain Eruption,NULL,NULL,NULL,NULL,2018.0,NULL,10.0,NULL,26.0,NULL,Historical Observations,NULL,2018.0,NULL,10.0,NULL,26.0,NULL,4.892,-75.324
282050,Kuchinoerabujima,22296,Confirmed Eruption,NULL,3.0,NULL,NULL,2018.0,NULL,10.0,NULL,21.0,NULL,Historical Observations,NULL,2019.0,NULL,2.0,NULL,3.0,NULL,30.443,130.217
268060,Gamalama,22295,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,10.0,NULL,4.0,NULL,Historical Observations,NULL,2018.0,NULL,10.0,NULL,6.0,NULL,0.8,127.33
266030,Soputan,22293,Confirmed Eruption,NULL,3.0,NULL,NULL,2018.0,NULL,10.0,NULL,2.0,NULL,Historical Observations,NULL,2018.0,NULL,12.0,NULL,16.0,NULL,1.112,124.737
260010,Barren Island,22292,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,9.0,NULL,25.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,16.0,NULL,12.278,93.858
252120,Ulawun,22286,Confirmed Eruption,NULL,2.0,NULL,NULL,2018.0,NULL,9.0,NULL,21.0,NULL,Historical Observations,NULL,2018.0,NULL,10.0,NULL,12.0,NULL,-5.05,151.33
290200,Ketoi,22287,Uncertain Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,9.0,NULL,21.0,NULL,Historical Observations,NULL,2018.0,NULL,9.0,NULL,21.0,NULL,47.35,152.475
290240,Sarychev Peak,22288,Confirmed Eruption,NULL,2.0,NULL,NULL,2018.0,NULL,9.0,NULL,8.0,NULL,Historical Observations,NULL,2018.0,NULL,10.0,NULL,15.0,NULL,48.092,153.2
311060,Semisopochnoi,22289,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,9.0,NULL,8.0,NULL,Historical Observations,NULL,2018.0,NULL,10.0,NULL,31.0,NULL,51.93,179.58
312070,Veniaminof,22290,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,9.0,NULL,4.0,NULL,Historical Observations,NULL,2018.0,NULL,12.0,NULL,23.0,NULL,56.17,-159.38
290390,Alaid,22281,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,8.0,NULL,20.0,NULL,Historical Observations,NULL,2018.0,NULL,8.0,NULL,21.0,NULL,50.861,155.565
352090,Sangay,22283,Confirmed Eruption,NULL,2.0,NULL,NULL,2018.0,NULL,8.0,NULL,8.0,NULL,Historical Observations,NULL,2018.0,NULL,12.0,NULL,7.0,NULL,-2.005,-78.341
345020,Rincon de la Vieja,22282,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,7.0,NULL,28.0,NULL,Historical Observations,NULL,2019.0,NULL,6.0,NULL,11.0,NULL,10.83,-85.324
284096,Nishinoshima,22280,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,7.0,NULL,12.0,NULL,Historical Observations,NULL,2018.0,NULL,7.0,NULL,21.0,NULL,27.247,140.874
233005,Mayotte,22337,Confirmed Eruption,About 50 km E of the eastern tip of Mayotte Island,0.0,NULL,NULL,2018.0,NULL,7.0,NULL,3.0,NULL,Seismicity,>,2019.0,NULL,8.0,NULL,20.0,NULL,-12.83,45.17
353050,"Negra, Sierra",22279,Confirmed Eruption,Summit crater and NNW flank,2.0,NULL,NULL,2018.0,NULL,6.0,NULL,26.0,NULL,Historical Observations,NULL,2018.0,NULL,8.0,NULL,23.0,NULL,-0.83,-91.17
344040,Telica,22277,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,6.0,NULL,21.0,NULL,Historical Observations,NULL,2018.0,NULL,8.0,NULL,15.0,NULL,12.606,-86.84
262000,Krakatau,22275,Confirmed Eruption,NULL,3.0,NULL,NULL,2018.0,NULL,6.0,NULL,18.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,19.0,NULL,-6.102,105.423
353010,Fernandina,22278,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,6.0,NULL,16.0,NULL,Historical Observations,NULL,2018.0,NULL,6.0,NULL,21.0,NULL,-0.37,-91.55
311120,Great Sitkin,22276,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,6.0,NULL,10.0,NULL,Historical Observations,NULL,2018.0,NULL,8.0,NULL,11.0,NULL,52.076,-176.13
252120,Ulawun,22285,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,6.0,NULL,8.0,NULL,Historical Observations,NULL,2018.0,NULL,6.0,NULL,8.0,NULL,-5.05,151.33
263250,Merapi,22264,Confirmed Eruption,NULL,3.0,NULL,NULL,2018.0,NULL,5.0,NULL,11.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,19.0,NULL,-7.54,110.446
300130,Karymsky,22265,Confirmed Eruption,NULL,3.0,NULL,NULL,2018.0,NULL,4.0,NULL,28.0,NULL,Historical Observations,NULL,2018.0,NULL,9.0,NULL,30.0,NULL,54.049,159.443
261140,Marapi,22262,Confirmed Eruption,Verbeek Crater,2.0,NULL,NULL,2018.0,NULL,4.0,NULL,27.0,NULL,Historical Observations,NULL,2018.0,NULL,5.0,NULL,2.0,NULL,-0.38,100.474
344020,San Cristobal,22266,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,4.0,NULL,22.0,NULL,Historical Observations,NULL,2018.0,NULL,4.0,NULL,22.0,NULL,12.702,-87.004
261170,Kerinci,22274,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,4.0,NULL,21.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,16.0,NULL,-1.697,101.264
223020,Nyamuragira,22315,Confirmed Eruption,Summit caldera,0.0,NULL,NULL,2018.0,NULL,4.0,NULL,18.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,20.0,NULL,-1.408,29.2
233020,"Fournaise, Piton de la",22261,Confirmed Eruption,NULL,0.0,NULL,NULL,2018.0,NULL,4.0,NULL,3.0,NULL,Historical Observations,NULL,2018.0,NULL,11.0,NULL,1.0,NULL,-21.244,55.708
263200,Dieng Volcanic Complex,22263,Confirmed Eruption,Sileri Crater,1.0,NULL,NULL,2018.0,NULL,4.0,NULL,1.0,NULL,Historical Observations,NULL,2018.0,NULL,4.0,NULL,1.0,NULL,-7.2,109.879
282090,Kirishimayama,22257,Confirmed Eruption,Shinmoedake,3.0,NULL,NULL,2018.0,NULL,3.0,NULL,1.0,NULL,Historical Observations,NULL,2018.0,NULL,6.0,NULL,27.0,NULL,31.934,130.862
352090,Sangay,22259,Confirmed Eruption,Summit crater,1.0,NULL,NULL,2018.0,NULL,2.0,NULL,25.0,NULL,Historical Observations,NULL,2018.0,NULL,2.0,NULL,25.0,NULL,-2.005,-78.341
267020,Karangetang,22256,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,2.0,NULL,2.0,NULL,Historical Observations,NULL,2018.0,NULL,2.0,NULL,2.0,NULL,2.781,125.407
283120,Kusatsu-Shiranesan,22258,Confirmed Eruption,Motoshiranesan,1.0,NULL,NULL,2018.0,NULL,1.0,NULL,23.0,NULL,Historical Observations,NULL,2018.0,NULL,1.0,NULL,23.0,NULL,36.618,138.528
343100,San Miguel,22251,Confirmed Eruption,NULL,1.0,NULL,NULL,2018.0,NULL,1.0,NULL,14.0,NULL,Historical Observations,NULL,2018.0,NULL,5.0,NULL,30.0,NULL,13.434,-88.269
273030,Mayon,22250,Confirmed Eruption,NULL,2.0,NULL,NULL,2018.0,NULL,1.0,NULL,13.0,NULL,Historical Observations,NULL,2019.0,NULL,10.0,NULL,12.0,NULL,13.257,123.685
251002,Kadovar,22246,Confirmed Eruption,NULL,2.0,NULL,NULL,2018.0,NULL,1.0,NULL,5.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,19.0,NULL,-3.608,144.588
351020,"Ruiz, Nevado del",22348,Uncertain Eruption,NULL,NULL,NULL,NULL,2017.0,NULL,12.0,NULL,18.0,NULL,Historical Observations,NULL,2017.0,NULL,12.0,NULL,18.0,NULL,4.892,-75.324
272020,Kanlaon,22249,Confirmed Eruption,NULL,2.0,NULL,NULL,2017.0,NULL,12.0,NULL,9.0,NULL,Historical Observations,NULL,2017.0,NULL,12.0,NULL,9.0,NULL,10.412,123.132
264020,Agung,22241,Confirmed Eruption,Summit crater,3.0,NULL,NULL,2017.0,NULL,11.0,NULL,21.0,NULL,Historical Observations,NULL,2019.0,NULL,6.0,NULL,13.0,NULL,-8.343,115.508
261230,Dempo,22248,Confirmed Eruption,NULL,1.0,NULL,NULL,2017.0,NULL,11.0,NULL,9.0,NULL,Historical Observations,NULL,2017.0,NULL,11.0,NULL,9.0,NULL,-4.016,103.121
256010,Tinakula,22239,Confirmed Eruption,NULL,3.0,NULL,NULL,2017.0,NULL,10.0,NULL,21.0,NULL,Historical Observations,NULL,2017.0,NULL,10.0,NULL,26.0,NULL,-10.386,165.804
290240,Sarychev Peak,22308,Confirmed Eruption,NULL,2.0,NULL,NULL,2017.0,NULL,10.0,NULL,12.0,NULL,Historical Observations,NULL,2017.0,NULL,11.0,?,13.0,NULL,48.092,153.2
282090,Kirishimayama,22242,Confirmed Eruption,Shinmoedake,2.0,NULL,NULL,2017.0,NULL,10.0,NULL,11.0,NULL,Historical Observations,NULL,2017.0,NULL,10.0,NULL,17.0,NULL,31.934,130.862
257030,Ambae,22240,Confirmed Eruption,NULL,3.0,NULL,NULL,2017.0,NULL,9.0,?,6.0,NULL,Historical Observations,NULL,2018.0,NULL,10.0,NULL,30.0,NULL,-15.389,167.835
353010,Fernandina,22245,Confirmed Eruption,SSW caldera rim,2.0,NULL,NULL,2017.0,NULL,9.0,NULL,4.0,NULL,Historical Observations,NULL,2017.0,NULL,9.0,NULL,7.0,1.0,-0.37,-91.55
344020,San Cristobal,22252,Confirmed Eruption,NULL,3.0,NULL,NULL,2017.0,NULL,8.0,NULL,18.0,NULL,Historical Observations,NULL,2017.0,NULL,11.0,NULL,11.0,NULL,12.702,-87.004
261170,Kerinci,22273,Confirmed Eruption,NULL,1.0,NULL,NULL,2017.0,NULL,8.0,NULL,13.0,NULL,Historical Observations,NULL,2017.0,NULL,8.0,NULL,13.0,NULL,-1.697,101.264
352090,Sangay,22231,Confirmed Eruption,Summit crater,2.0,NULL,NULL,2017.0,NULL,7.0,NULL,20.0,NULL,Historical Observations,NULL,2017.0,NULL,10.0,NULL,26.0,NULL,-2.005,-78.341
264050,Sangeang Api,22228,Confirmed Eruption,Summit crater,2.0,NULL,NULL,2017.0,NULL,7.0,NULL,15.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,11.0,NULL,-8.2,119.07
233020,"Fournaise, Piton de la",22224,Confirmed Eruption,NULL,0.0,NULL,NULL,2017.0,NULL,7.0,NULL,14.0,NULL,Historical Observations,NULL,2017.0,NULL,8.0,NULL,28.0,NULL,-21.244,55.708
252120,Ulawun,22225,Confirmed Eruption,NULL,1.0,NULL,NULL,2017.0,NULL,6.0,NULL,11.0,NULL,Historical Observations,NULL,2017.0,NULL,11.0,NULL,3.0,NULL,-5.05,151.33
273010,Bulusan,22229,Confirmed Eruption,NULL,1.0,NULL,NULL,2017.0,NULL,6.0,NULL,5.0,NULL,Historical Observations,NULL,2017.0,NULL,6.0,NULL,5.0,NULL,12.769,124.056
261140,Marapi,22226,Confirmed Eruption,Verbeek Crater,1.0,NULL,NULL,2017.0,NULL,6.0,NULL,4.0,NULL,Historical Observations,NULL,2017.0,NULL,6.0,NULL,4.0,NULL,-0.38,100.474
300130,Karymsky,22230,Confirmed Eruption,NULL,3.0,NULL,NULL,2017.0,NULL,6.0,NULL,4.0,NULL,Historical Observations,NULL,2018.0,NULL,1.0,NULL,27.0,NULL,54.049,159.443
357090,Copahue,22232,Confirmed Eruption,Agrio Crater,1.0,NULL,NULL,2017.0,NULL,6.0,NULL,4.0,NULL,Historical Observations,NULL,2018.0,NULL,12.0,NULL,7.0,NULL,-37.856,-71.183
345020,Rincon de la Vieja,22208,Confirmed Eruption,Crater lake,2.0,NULL,NULL,2017.0,NULL,5.0,NULL,23.0,NULL,Historical Observations,NULL,2018.0,NULL,3.0,NULL,15.0,3.0,10.83,-85.324
267020,Karangetang,22212,Uncertain Eruption,NULL,NULL,NULL,NULL,2017.0,NULL,5.0,NULL,10.0,NULL,Historical Observations,NULL,2017.0,NULL,5.0,NULL,10.0,NULL,2.781,125.407
263200,Dieng Volcanic Complex,22227,Confirmed Eruption,Sileri Crater,1.0,NULL,NULL,2017.0,NULL,4.0,NULL,30.0,NULL,Historical Observations,NULL,2017.0,NULL,7.0,NULL,2.0,NULL,-7.2,109.879
284096,Nishinoshima,22207,Confirmed Eruption,NULL,2.0,NULL,NULL,2017.0,NULL,4.0,NULL,18.0,1.0,Historical Observations,NULL,2017.0,NULL,8.0,NULL,17.0,6.0,27.247,140.874
345040,Poas,22209,Confirmed Eruption,NULL,1.0,NULL,NULL,2017.0,NULL,4.0,NULL,12.0,NULL,Historical Observations,NULL,2017.0,NULL,11.0,NULL,6.0,NULL,10.2,-84.233
222120,"Lengai, Ol Doinyo",22284,Confirmed Eruption,North Crater,0.0,NULL,NULL,2017.0,NULL,4.0,NULL,9.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,3.0,NULL,-2.764,35.914
360160,Kick 'em Jenny,22260,Confirmed Eruption,NULL,0.0,NULL,NULL,2017.0,NULL,3.0,NULL,29.0,NULL,Hydrophonic,NULL,2017.0,NULL,3.0,NULL,29.0,NULL,12.3,-61.64
282080,Aira,22203,Confirmed Eruption,Minamidake summit crater,1.0,NULL,NULL,2017.0,NULL,3.0,NULL,25.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,19.0,NULL,31.593,130.657
300010,Kambalny,22198,Confirmed Eruption,NULL,3.0,NULL,NULL,2017.0,NULL,3.0,NULL,24.0,NULL,Historical Observations,NULL,2017.0,NULL,4.0,NULL,10.0,NULL,51.306,156.875
264100,Ebulobo,22211,Uncertain Eruption,NULL,NULL,NULL,NULL,2017.0,NULL,3.0,NULL,12.0,NULL,Historical Observations,NULL,2017.0,NULL,3.0,NULL,12.0,NULL,-8.817,121.191
262000,Krakatau,22188,Confirmed Eruption,Summit crater,1.0,NULL,NULL,2017.0,NULL,2.0,NULL,19.0,NULL,Historical Observations,NULL,2017.0,NULL,2.0,NULL,19.0,NULL,-6.102,105.423
344020,San Cristobal,22269,Confirmed Eruption,NULL,1.0,NULL,NULL,2017.0,NULL,2.0,NULL,18.0,NULL,Historical Observations,NULL,2017.0,NULL,4.0,NULL,19.0,NULL,12.702,-87.004
233020,"Fournaise, Piton de la",22184,Confirmed Eruption,NULL,0.0,NULL,NULL,2017.0,NULL,1.0,NULL,31.0,NULL,Historical Observations,NULL,2017.0,NULL,2.0,NULL,27.0,NULL,-21.244,55.708
243030,Unnamed,22185,Confirmed Eruption,NULL,0.0,NULL,NULL,2017.0,NULL,1.0,NULL,23.0,NULL,Historical Observations,NULL,2017.0,NULL,1.0,NULL,31.0,NULL,-20.852,-175.55
260010,Barren Island,22187,Confirmed Eruption,NULL,2.0,NULL,NULL,2017.0,NULL,1.0,NULL,15.0,NULL,Historical Observations,NULL,2017.0,NULL,5.0,?,16.0,NULL,12.278,93.858
343100,San Miguel,22192,Confirmed Eruption,NULL,1.0,NULL,NULL,2017.0,NULL,1.0,NULL,7.0,NULL,Historical Observations,NULL,2017.0,NULL,1.0,NULL,7.0,NULL,13.434,-88.269
311300,Bogoslof,22182,Confirmed Eruption,NULL,3.0,NULL,NULL,2016.0,NULL,12.0,NULL,20.0,NULL,Historical Observations,NULL,2017.0,NULL,8.0,NULL,30.0,NULL,53.93,-168.03
290260,Chirinkotan,22175,Confirmed Eruption,NULL,3.0,NULL,NULL,2016.0,NULL,11.0,NULL,29.0,NULL,Historical Observations,NULL,2017.0,NULL,4.0,NULL,7.0,NULL,48.98,153.48
223020,Nyamuragira,22202,Confirmed Eruption,NULL,0.0,NULL,NULL,2016.0,NULL,11.0,NULL,27.0,NULL,Historical Observations,NULL,2017.0,NULL,5.0,NULL,2.0,NULL,-1.408,29.2
300120,Zhupanovsky,22177,Confirmed Eruption,NULL,2.0,NULL,NULL,2016.0,NULL,11.0,NULL,20.0,NULL,Historical Observations,NULL,2016.0,NULL,11.0,NULL,20.0,NULL,53.589,159.15
261170,Kerinci,22172,Confirmed Eruption,NULL,1.0,NULL,NULL,2016.0,NULL,11.0,NULL,15.0,NULL,Historical Observations,NULL,2016.0,NULL,11.0,NULL,21.0,NULL,-1.697,101.264
354006,Sabancaya,22158,Confirmed Eruption,NULL,3.0,NULL,NULL,2016.0,NULL,11.0,NULL,6.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,19.0,NULL,-15.787,-71.857
290380,Ebeko,22176,Confirmed Eruption,NULL,2.0,NULL,NULL,2016.0,NULL,10.0,NULL,20.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,19.0,NULL,50.686,156.014
252120,Ulawun,22171,Confirmed Eruption,NULL,1.0,NULL,NULL,2016.0,NULL,10.0,NULL,11.0,NULL,Historical Observations,NULL,2016.0,NULL,11.0,NULL,18.0,NULL,-5.05,151.33
282110,Asosan,22174,Confirmed Eruption,NULL,3.0,NULL,NULL,2016.0,NULL,10.0,NULL,7.0,NULL,Historical Observations,NULL,2016.0,NULL,11.0,NULL,12.0,NULL,32.884,131.104
300130,Karymsky,22178,Confirmed Eruption,NULL,2.0,NULL,NULL,2016.0,NULL,10.0,NULL,5.0,NULL,Historical Observations,NULL,2016.0,NULL,10.0,NULL,8.0,NULL,54.049,159.443
222120,"Lengai, Ol Doinyo",22305,Confirmed Eruption,North Crater,NULL,NULL,NULL,2016.0,NULL,9.0,<,21.0,NULL,Historical Observations,NULL,2016.0,NULL,10.0,>,13.0,NULL,-2.764,35.914
241040,White Island,22147,Confirmed Eruption,2012 lava dome,1.0,NULL,NULL,2016.0,NULL,9.0,NULL,13.0,NULL,Historical Observations,NULL,2016.0,NULL,9.0,NULL,13.0,NULL,-37.52,177.18
354020,Ubinas,22181,Confirmed Eruption,NULL,2.0,NULL,NULL,2016.0,NULL,9.0,NULL,13.0,NULL,Historical Observations,NULL,2017.0,NULL,3.0,NULL,2.0,NULL,-16.355,-70.903
233020,"Fournaise, Piton de la",22145,Confirmed Eruption,NULL,0.0,NULL,NULL,2016.0,NULL,9.0,NULL,11.0,NULL,Historical Observations,NULL,2016.0,NULL,9.0,NULL,18.0,NULL,-21.244,55.708
268060,Gamalama,22150,Confirmed Eruption,NULL,1.0,NULL,NULL,2016.0,NULL,8.0,NULL,3.0,NULL,Historical Observations,NULL,2016.0,NULL,8.0,NULL,4.0,NULL,0.8,127.33
264030,Rinjani,22149,Confirmed Eruption,Barujari Crater,2.0,NULL,NULL,2016.0,NULL,8.0,NULL,1.0,NULL,Historical Observations,NULL,2016.0,NULL,9.0,NULL,27.0,NULL,-8.42,116.47
290360,Chikurachki,22153,Confirmed Eruption,NULL,2.0,NULL,NULL,2016.0,NULL,7.0,NULL,27.0,NULL,Historical Observations,NULL,2016.0,NULL,8.0,NULL,18.0,NULL,50.324,155.461
343100,San Miguel,22154,Confirmed Eruption,NULL,1.0,NULL,NULL,2016.0,NULL,6.0,NULL,18.0,NULL,Historical Observations,NULL,2016.0,NULL,6.0,NULL,18.0,NULL,13.434,-88.269
